"","sex","age","mrd","educ","cworker","region","race","earnings","height","weight","occupation"
"2702",0,46,4,18,1,1,1,84054.75,64,180,2
"2703",0,30,1,16,4,4,1,84054.75,62,150,2
"2704",0,28,1,18,4,2,1,49430.109375,61,120,2
"2705",0,32,1,18,1,2,1,84054.75,66,142,2
"2706",0,46,1,17,3,1,1,49430.109375,64,125,2
"2707",0,47,4,18,3,4,1,38925.3359375,64,160,2
"2708",0,61,1,12,4,2,1,84054.75,61,155,2
"2709",0,32,6,12,1,3,1,33712.96875,64,135,2
"2710",0,38,1,14,1,4,1,84054.75,66,165,2
"2711",0,47,1,17,3,4,1,84054.75,64,150,2
"2712",0,48,1,15,1,3,1,84054.75,64,118,2
"2713",0,51,1,18,4,1,1,84054.75,61,138,2
"2714",0,44,3,16,4,3,2,33712.96875,64,150,2
"2715",0,25,6,16,1,3,1,23362.873046875,62,178,2
"2716",0,39,1,17,1,3,1,33712.96875,69,135,2
"2717",0,39,4,12,1,4,1,6711.28759765625,63,120,2
"2718",0,29,6,18,1,4,1,38925.3359375,67,140,2
"2719",0,33,1,14,1,3,1,84054.75,66,130,2
"2720",0,36,1,17,1,1,1,44152.16015625,60,100,2
"2721",0,25,4,16,1,2,1,84054.75,70,160,2
"2722",0,27,1,16,1,3,1,84054.75,67,124,2
"2723",0,46,1,16,1,2,1,84054.75,61,101,2
"2724",0,43,3,17,4,1,1,44152.16015625,62,132,2
"2725",0,31,1,18,1,3,1,84054.75,67,501,2
"2726",0,44,5,13,3,3,1,23362.873046875,63,135,2
"2727",0,51,4,17,1,2,2,33712.96875,67,501,2
"2728",0,39,1,16,1,2,1,84054.75,66,145,2
"2729",0,34,1,18,4,4,1,84054.75,64,119,2
"2730",0,44,4,14,3,1,1,33712.96875,63,130,2
"2731",0,58,6,16,4,1,1,44152.16015625,61,112,2
"2732",0,40,1,16,4,1,1,84054.75,68,152,2
"2733",0,36,1,16,4,3,2,44152.16015625,64,130,2
"2734",0,41,1,18,1,1,1,84054.75,64,140,2
"2735",0,48,1,12,3,1,1,49430.109375,65,180,2
"2736",0,26,6,16,4,3,2,28560.38671875,66,115,2
"2737",0,36,1,16,4,4,1,17171.263671875,64,160,2
"2738",0,41,1,16,1,2,1,84054.75,67,159,2
"2739",0,41,1,18,1,1,1,49430.109375,64,190,2
"2740",0,40,1,18,4,2,1,44152.16015625,68,195,2
"2741",0,32,4,17,4,4,1,28560.38671875,61,102,2
"2742",0,25,1,16,3,4,1,49430.109375,67,125,2
"2743",0,37,1,16,4,3,2,84054.75,64,142,2
"2744",0,38,4,14,6,4,1,28560.38671875,63,150,2
"2745",0,30,6,16,4,3,1,23362.873046875,64,145,2
"2746",0,36,1,13,4,3,1,84054.75,63,160,2
"2747",0,53,5,12,1,2,2,28560.38671875,64,165,2
"2748",0,27,6,18,1,1,1,33712.96875,67,123,2
"2749",0,34,1,18,4,2,1,84054.75,65,140,2
"2750",0,31,1,15,1,1,1,84054.75,64,110,2
"2751",0,42,4,16,4,4,1,33712.96875,60,168,2
"2752",0,26,6,17,3,2,1,28560.38671875,65,95,2
"2753",0,38,1,16,3,3,1,38925.3359375,66,135,2
"2754",0,29,1,18,4,1,1,84054.75,66,210,2
"2755",0,41,4,17,5,3,3,23362.873046875,62,100,2
"2756",0,42,6,18,6,4,1,17171.263671875,68,180,2
"2757",0,55,6,18,4,4,1,19237.1953125,64,120,2
"2758",0,36,5,13,3,3,2,28560.38671875,65,160,2
"2759",0,32,1,15,1,1,1,84054.75,69,135,2
"2760",0,33,6,18,1,1,1,84054.75,59,115,2
"2761",0,34,1,16,1,1,2,44152.16015625,66,206,2
"2762",0,40,1,12,4,2,1,44152.16015625,65,150,2
"2763",0,32,1,12,4,4,1,84054.75,62,127,2
"2764",0,34,6,10,2,4,1,23362.873046875,58,160,2
"2765",0,45,1,16,1,4,2,49430.109375,68,161,2
"2766",0,42,1,15,1,2,2,84054.75,64,185,2
"2767",0,37,1,18,4,1,2,84054.75,64,180,2
"2768",0,49,1,18,6,2,1,84054.75,70,175,2
"2769",0,33,6,18,1,3,1,33712.96875,69,150,2
"2770",0,45,1,15,1,2,1,49430.109375,65,130,2
"2771",0,47,1,18,1,2,2,84054.75,64,170,2
"2772",0,47,4,18,1,3,4,28560.38671875,64,150,2
"2773",0,46,1,17,1,4,1,84054.75,63,126,2
"2774",0,53,1,17,1,2,1,44152.16015625,64,140,2
"2775",0,30,1,13,1,3,1,49430.109375,65,140,2
"2776",0,37,1,18,3,4,3,84054.75,62,132,2
"2777",0,42,4,18,4,3,1,28560.38671875,64,132,2
"2778",0,40,1,16,1,3,1,38925.3359375,64,120,2
"2779",0,47,1,18,4,3,3,84054.75,60,112,2
"2780",0,42,1,17,1,2,1,44152.16015625,62,120,2
"2781",0,36,4,16,1,2,1,49430.109375,61,128,2
"2782",0,29,1,16,1,4,1,84054.75,68,170,2
"2783",0,43,4,18,1,1,1,84054.75,65,135,2
"2784",0,41,1,17,4,4,1,84054.75,63,125,2
"2785",0,47,1,14,1,3,1,84054.75,64,140,2
"2786",0,29,1,16,4,3,1,84054.75,68,140,2
"2787",0,30,1,16,4,2,1,44152.16015625,64,120,2
"2788",0,47,6,18,1,2,1,33712.96875,66,180,2
"2789",0,49,3,16,4,3,1,84054.75,63,128,2
"2790",0,53,1,17,4,2,1,84054.75,67,126,2
"2791",0,62,1,16,4,3,1,44152.16015625,64,210,2
"2792",0,32,1,16,1,4,1,84054.75,70,175,2
"2793",0,49,1,16,2,4,1,84054.75,62,150,2
"2794",0,49,5,18,6,3,2,84054.75,65,130,2
"2795",0,41,1,16,1,1,1,84054.75,68,145,2
"2796",0,35,6,17,1,1,1,84054.75,68,138,2
"2797",0,45,1,12,4,3,2,44152.16015625,63,135,2
"2798",0,42,1,18,1,2,1,84054.75,64,140,2
"2799",0,38,1,18,1,4,1,84054.75,68,165,2
"2800",0,34,6,13,1,3,1,28560.38671875,64,250,2
"2801",0,48,1,19,1,2,1,84054.75,67,205,2
"2802",0,41,1,18,1,3,1,84054.75,62,120,2
"2803",0,27,6,16,1,2,1,14021.39453125,64,179,2
"2804",0,42,5,16,4,3,1,28560.38671875,62,130,2
"2805",0,39,1,16,6,1,1,84054.75,66,170,2
"2806",0,42,1,15,1,1,1,84054.75,64,200,2
"2807",0,28,6,18,3,4,1,44152.16015625,63,103,2
"2808",0,49,1,18,4,1,1,84054.75,62,108,2
"2809",0,37,1,16,1,2,1,84054.75,72,150,2
"2810",0,32,6,17,4,2,1,28560.38671875,66,212,2
"2811",0,31,4,16,4,4,1,28560.38671875,64,130,2
"2812",0,42,1,15,2,3,1,84054.75,70,140,2
"2813",0,34,2,18,1,1,1,19237.1953125,65,121,2
"2814",0,32,1,18,3,3,1,84054.75,60,215,2
"2815",0,37,1,17,1,1,1,84054.75,62,140,2
"2816",0,48,4,16,4,2,1,33712.96875,65,160,2
"2817",0,27,6,16,3,3,2,8826.6513671875,64,148,2
"2818",0,43,1,16,1,4,1,84054.75,66,195,2
"2819",0,44,4,16,1,2,1,44152.16015625,62,120,2
"2820",0,57,1,12,4,1,1,33712.96875,66,150,2
"2821",0,52,4,18,4,4,1,84054.75,64,124,2
"2822",0,63,1,18,4,1,1,84054.75,63,125,2
"2823",0,38,1,16,1,3,1,84054.75,64,118,2
"2824",0,33,1,17,4,3,1,28560.38671875,61,95,2
"2825",0,38,1,18,1,3,2,20305.509765625,63,115,2
"2826",0,45,4,17,3,1,1,33712.96875,70,160,2
"2827",0,40,1,18,1,1,2,38925.3359375,64,115,2
"2828",0,39,1,16,1,1,1,38925.3359375,59,115,2
"2829",0,35,1,18,4,3,1,84054.75,64,150,2
"2830",0,31,1,15,4,2,1,84054.75,67,148,2
"2831",0,36,6,18,1,1,1,19237.1953125,68,150,2
"2832",0,31,6,18,4,4,1,84054.75,64,140,2
"2833",0,36,1,18,4,2,1,84054.75,63,501,2
"2834",0,30,1,14,1,3,2,84054.75,70,180,2
"2835",0,28,1,14,1,4,4,33712.96875,63,131,2
"2836",0,48,1,18,4,4,1,84054.75,58,150,2
"2837",0,52,3,18,4,4,1,44152.16015625,64,175,2
"2838",0,39,4,16,4,3,1,20305.509765625,64,140,2
"2839",0,30,4,18,6,3,1,44152.16015625,65,140,2
"2840",0,39,1,18,4,2,1,84054.75,64,120,2
"2841",0,45,4,17,6,3,1,33712.96875,64,125,2
"2842",0,41,1,18,1,2,1,84054.75,66,200,2
"2843",0,55,1,18,6,2,1,28560.38671875,62,125,2
"2844",0,27,1,16,4,2,1,84054.75,64,130,2
"2845",0,40,1,16,4,4,1,84054.75,64,130,2
"2846",0,45,4,18,4,1,1,44152.16015625,66,151,2
"2847",0,30,6,18,6,4,1,84054.75,68,125,2
"2848",0,45,4,14,1,1,3,84054.75,69,180,2
"2849",0,34,1,15,1,2,1,84054.75,63,130,2
"2850",0,42,1,14,1,1,1,84054.75,65,184,2
"2851",0,36,1,14,1,2,1,84054.75,63,180,2
"2852",0,43,1,18,1,4,1,84054.75,66,128,2
"2853",0,39,1,16,6,2,1,84054.75,69,156,2
"2854",0,37,1,16,1,4,1,84054.75,67,200,2
"2855",0,42,1,16,1,4,1,49430.109375,71,160,2
"2856",0,47,1,12,4,2,1,84054.75,63,150,2
"2857",0,33,1,18,1,3,3,84054.75,64,125,2
"2858",0,56,1,12,1,3,1,44152.16015625,63,185,2
"2859",0,43,4,14,1,2,1,11953.455078125,63,180,2
"2860",0,30,1,18,6,1,1,84054.75,65,140,2
"2861",0,36,1,18,3,2,1,84054.75,64,200,2
"2862",0,38,5,13,1,3,1,18168.841796875,66,125,2
"2863",0,31,1,18,4,2,1,84054.75,70,140,2
"2864",0,48,1,18,4,1,1,84054.75,61,138,2
"2865",0,34,6,18,4,4,1,38925.3359375,63,120,2
"2866",0,43,4,18,6,4,1,84054.75,62,118,2
"2867",0,27,6,18,3,1,1,44152.16015625,61,90,2
"2868",0,57,1,16,1,4,1,84054.75,65,112,2
"2869",0,49,1,16,1,4,1,84054.75,65,150,2
"2870",0,26,2,18,3,1,4,33712.96875,66,125,2
"2871",0,34,6,14,1,4,2,38925.3359375,67,134,2
"2872",0,39,5,12,4,3,1,16081.587890625,64,103,2
"2873",0,40,1,18,4,3,1,84054.75,62,170,2
"2874",0,43,4,16,1,4,1,44152.16015625,64,135,2
"2875",0,50,4,12,1,3,2,19237.1953125,63,160,2
"2876",0,42,1,18,2,3,4,84054.75,63,120,2
"2877",0,39,6,16,1,4,1,23362.873046875,63,105,2
"2878",0,56,3,18,4,1,2,84054.75,64,175,2
"2879",0,30,1,12,1,3,1,33712.96875,64,112,2
"2880",0,52,1,17,4,2,1,44152.16015625,64,140,2
"2881",0,33,1,17,4,4,1,84054.75,68,250,2
"2882",0,45,1,18,6,1,1,84054.75,68,149,2
"2883",0,42,1,16,1,1,2,33712.96875,65,190,2
"2884",0,30,1,13,1,3,2,44152.16015625,67,150,2
"2885",0,39,2,18,3,4,3,49430.109375,64,136,2
"2886",0,37,1,18,1,2,1,84054.75,66,130,2
"2887",0,32,1,16,1,1,4,38925.3359375,59,120,2
"2888",0,25,1,16,4,3,1,84054.75,64,116,2
"2889",0,32,6,18,1,3,4,33712.96875,63,115,2
"2890",0,50,3,18,4,2,1,28560.38671875,63,108,2
"2891",0,50,1,18,4,2,1,84054.75,61,180,2
"2892",0,55,4,18,3,4,1,84054.75,64,128,2
"2893",0,43,4,16,1,3,1,23362.873046875,64,136,2
"2894",0,44,4,13,1,2,1,84054.75,65,125,2
"2895",0,31,1,18,1,3,1,84054.75,68,114,2
"2896",0,43,1,15,1,2,1,84054.75,62,250,2
"2897",0,50,1,18,3,3,1,84054.75,61,110,2
"2898",0,32,6,18,1,1,1,28560.38671875,65,125,2
"2899",0,51,3,18,1,4,1,84054.75,66,120,2
"2900",0,29,1,18,6,2,1,84054.75,60,125,2
"2901",0,43,1,17,4,2,1,84054.75,65,150,2
"2902",0,38,6,18,4,4,2,84054.75,65,200,2
"2903",0,26,1,16,1,1,1,44152.16015625,61,108,2
"2904",0,34,6,17,1,1,1,49430.109375,64,225,2
"2905",0,43,1,16,1,3,1,84054.75,65,126,2
"2906",0,44,1,18,1,1,1,84054.75,62,120,2
"2907",0,57,1,15,1,3,1,49430.109375,71,140,2
"2908",0,25,1,13,4,1,3,28560.38671875,62,110,2
"2909",0,35,4,12,1,1,1,19237.1953125,62,175,2
"2910",0,42,1,15,1,1,1,84054.75,68,210,2
"2911",0,32,1,18,3,2,1,84054.75,61,120,2
"2912",0,45,1,17,4,1,1,84054.75,60,112,2
"2913",0,40,1,16,4,2,1,84054.75,66,140,2
"2914",0,48,1,15,1,2,1,33712.96875,66,200,2
"2915",0,30,5,15,4,1,3,23362.873046875,62,186,2
"2916",0,47,1,16,1,1,1,84054.75,68,150,2
"2917",0,45,1,16,3,3,1,84054.75,67,155,2
"2918",0,45,1,16,4,2,1,84054.75,70,180,2
"2919",0,51,4,18,4,2,1,44152.16015625,65,145,2
"2920",0,27,1,17,4,4,1,84054.75,63,501,2
"2921",0,35,1,16,1,2,1,84054.75,65,110,2
"2922",0,34,5,18,4,3,2,17171.263671875,63,160,2
"2923",0,53,1,13,1,1,1,49430.109375,62,155,2
"2924",0,48,6,18,1,1,1,16081.587890625,66,145,2
"2925",0,32,1,16,1,1,1,84054.75,68,132,2
"2926",0,47,4,18,1,4,1,84054.75,64,175,2
"2927",0,35,1,16,1,2,1,49430.109375,66,125,2
"2928",0,52,4,12,1,2,1,23362.873046875,65,145,2
"2929",0,35,6,12,4,3,2,16081.587890625,62,195,2
"2930",0,44,1,15,1,1,1,84054.75,64,150,2
"2931",0,33,1,18,2,2,1,44152.16015625,66,150,2
"2932",0,56,1,18,4,1,2,84054.75,69,242,2
"2933",0,48,4,18,3,4,4,44152.16015625,60,115,2
"2934",0,50,1,14,1,1,1,84054.75,70,170,2
"2935",0,49,1,17,4,4,1,84054.75,63,145,2
"2936",0,35,4,16,4,3,1,28560.38671875,70,135,2
"2937",0,53,4,8,1,3,1,12954.765625,64,140,2
"2938",0,43,6,13,1,1,2,38925.3359375,62,195,2
"2939",0,44,1,18,1,4,4,84054.75,60,120,2
"2940",0,42,1,16,4,3,1,84054.75,65,155,2
"2941",0,45,1,15,2,3,1,44152.16015625,69,172,2
"2942",0,50,4,16,2,3,2,44152.16015625,64,146,2
"2943",0,49,1,16,4,2,2,84054.75,62,165,2
"2944",0,37,4,14,1,3,1,44152.16015625,68,501,2
"2945",0,49,1,14,1,2,1,84054.75,62,155,2
"2946",0,46,4,18,1,3,1,49430.109375,62,110,2
"2947",0,52,1,16,3,3,1,84054.75,66,140,2
"2948",0,32,3,8,4,4,4,5675.8955078125,61,130,2
"2949",0,28,1,10,1,3,1,10865.4287109375,68,155,2
"2950",0,29,6,14,1,2,1,28560.38671875,71,290,2
"2951",0,29,1,18,4,2,1,84054.75,64,115,2
"2952",0,57,1,13,1,4,1,6711.28759765625,66,170,2
"2953",0,27,1,14,1,2,1,44152.16015625,63,501,2
"2954",0,64,3,16,4,3,2,23362.873046875,67,160,2
"2955",0,36,6,16,1,2,1,19237.1953125,69,125,2
"2956",0,35,1,17,3,2,1,84054.75,62,130,2
"2957",0,54,1,16,4,4,1,84054.75,64,139,2
"2958",0,45,1,16,1,4,4,84054.75,60,128,2
"2959",0,44,1,18,4,3,1,84054.75,70,165,2
"2960",0,40,1,14,1,4,1,49430.109375,66,132,2
"2961",0,42,1,17,1,3,1,84054.75,62,160,2
"2962",0,39,1,16,3,2,1,84054.75,64,162,2
"2963",0,31,4,16,1,3,1,28560.38671875,64,135,2
"2964",0,40,4,18,3,4,1,33712.96875,66,195,2
"2965",0,44,1,18,4,2,1,84054.75,68,250,2
"2966",0,34,1,18,3,4,1,84054.75,68,160,2
"2967",0,56,4,14,3,3,2,23362.873046875,68,189,2
"2968",0,59,1,16,1,4,4,44152.16015625,61,110,2
"2969",0,48,1,18,3,1,1,84054.75,67,150,2
"2970",0,27,1,12,1,2,1,33712.96875,68,145,2
"2971",0,36,1,19,3,1,1,84054.75,63,160,2
"2972",0,35,4,14,3,1,2,9857.505859375,72,190,2
"2973",0,34,4,16,1,4,1,28560.38671875,63,117,2
"2974",0,44,1,18,4,3,1,84054.75,64,163,2
"2975",0,31,1,18,4,1,2,49430.109375,67,135,2
"2976",0,42,1,18,3,3,1,38925.3359375,60,125,2
"2977",0,41,1,16,4,3,1,84054.75,67,150,2
"2978",0,25,1,12,1,1,3,33712.96875,63,129,2
"2979",0,35,1,16,3,3,2,84054.75,65,112,2
"2980",0,41,1,18,4,4,1,84054.75,69,140,2
"2981",0,37,1,18,1,1,1,84054.75,67,150,2
"2982",0,46,6,18,1,2,2,44152.16015625,65,140,2
"2983",0,37,1,16,6,1,1,84054.75,67,501,2
"2984",0,51,1,18,1,1,1,84054.75,64,135,2
"2985",0,38,4,16,1,3,1,44152.16015625,62,185,2
"2986",0,44,4,18,1,3,2,33712.96875,67,160,2
"2987",0,39,1,16,1,2,1,49430.109375,69,155,2
"2988",0,29,1,16,1,2,4,84054.75,63,120,2
"2989",0,56,1,14,1,3,1,38925.3359375,65,140,2
"2990",0,51,1,18,4,1,1,84054.75,66,165,2
"2991",0,45,1,16,4,3,1,84054.75,65,185,2
"2992",0,28,1,16,1,2,1,33712.96875,69,140,2
"2993",0,29,1,14,6,1,1,10865.4287109375,68,170,2
"2994",0,46,1,18,1,2,1,84054.75,62,120,2
"2995",0,43,6,18,4,1,2,44152.16015625,72,155,2
"2996",0,46,6,16,1,3,1,28560.38671875,66,120,2
"2997",0,56,3,18,4,3,2,49430.109375,66,146,2
"2998",0,49,4,18,1,2,1,84054.75,66,140,2
"2999",0,44,4,18,3,2,1,33712.96875,66,137,2
"3000",0,25,1,12,1,3,1,49430.109375,70,150,2
"3001",0,38,1,18,4,4,1,49430.109375,61,140,2
"3002",0,38,4,18,1,3,1,38925.3359375,65,120,2
"3003",0,34,1,18,4,3,1,38925.3359375,64,145,2
"3004",0,42,6,16,1,1,1,28560.38671875,64,150,2
"3005",0,48,5,16,4,1,1,44152.16015625,67,138,2
"3006",0,56,4,13,1,2,1,28560.38671875,65,150,2
"3007",0,28,1,16,1,1,2,84054.75,65,120,2
"3008",0,35,1,17,1,3,1,84054.75,63,103,2
"3009",0,38,1,16,1,1,1,44152.16015625,67,125,2
"3010",0,30,6,12,1,1,3,23362.873046875,67,140,2
"3011",0,33,4,10,3,2,2,12954.765625,63,165,2
"3012",0,31,1,18,3,3,1,33712.96875,65,120,2
"3013",0,31,1,12,4,4,1,84054.75,64,160,2
"3014",0,47,4,16,4,1,1,28560.38671875,63,135,2
"3015",0,35,1,18,1,1,1,84054.75,62,120,2
"3016",0,56,4,16,4,4,1,33712.96875,66,140,2
"3017",0,35,1,18,3,4,1,84054.75,66,160,2
"3018",0,52,1,18,3,3,1,33712.96875,66,200,2
"3019",0,26,6,16,1,2,1,49430.109375,65,130,2
"3020",0,54,4,18,3,3,1,38925.3359375,67,200,2
"3021",0,39,1,14,1,3,1,84054.75,63,164,2
"3022",0,46,1,16,1,4,4,84054.75,62,115,2
"3023",0,30,4,14,1,3,1,44152.16015625,59,120,2
"3024",0,37,1,16,4,4,2,84054.75,66,170,2
"3025",0,30,1,16,2,3,1,84054.75,67,152,2
"3026",0,38,6,18,4,3,1,44152.16015625,63,130,2
"3027",0,40,1,17,4,4,3,84054.75,63,125,2
"3028",0,39,4,17,4,1,2,33712.96875,66,134,2
"3029",0,34,1,16,3,4,2,84054.75,65,160,2
"3030",0,39,4,16,4,3,1,84054.75,66,125,2
"3031",0,40,1,16,1,1,1,84054.75,66,130,2
"3032",0,38,1,13,4,4,3,23362.873046875,61,170,2
"3033",0,64,3,12,1,1,1,14021.39453125,65,200,2
"3034",0,57,1,18,4,2,1,33712.96875,64,230,2
"3035",0,47,4,16,4,2,1,38925.3359375,68,140,2
"3036",0,37,1,16,1,2,1,84054.75,62,149,2
"3037",0,38,6,14,1,3,1,49430.109375,69,193,2
"3038",0,31,1,16,1,3,1,33712.96875,65,150,2
"3039",0,59,1,14,1,4,1,84054.75,63,165,2
"3040",0,51,1,18,1,3,1,84054.75,66,175,2
"3041",0,31,1,16,1,3,1,38925.3359375,64,120,2
"3042",0,47,6,17,3,1,1,84054.75,65,180,2
"3043",0,45,1,15,1,1,2,33712.96875,66,172,2
"3044",0,40,1,15,4,1,1,10865.4287109375,63,160,2
"3045",0,43,1,16,3,3,1,44152.16015625,64,180,2
"3046",0,33,4,15,1,2,1,28560.38671875,66,185,2
"3047",0,41,1,18,3,3,1,84054.75,64,120,2
"3048",0,42,1,16,4,2,1,49430.109375,67,115,2
"3049",0,37,1,18,4,1,1,84054.75,63,145,2
"3050",0,53,1,18,3,1,1,84054.75,63,116,2
"3051",0,47,1,16,1,2,1,84054.75,65,140,2
"3052",0,35,1,16,4,3,1,28560.38671875,62,115,2
"3053",0,26,1,16,4,1,1,33712.96875,63,130,2
"3054",0,29,1,16,4,2,1,38925.3359375,64,120,2
"3055",0,38,1,16,1,3,1,49430.109375,65,110,2
"3056",0,38,6,18,1,1,1,49430.109375,66,123,2
"3057",0,51,1,15,1,2,1,20305.509765625,65,190,2
"3058",0,43,1,17,1,4,3,49430.109375,60,110,2
"3059",0,33,1,18,4,2,1,84054.75,66,150,2
"3060",0,38,1,16,4,3,4,38925.3359375,60,120,2
"3061",0,39,6,18,3,4,1,84054.75,64,102,2
"3062",0,42,6,15,1,2,1,20305.509765625,64,115,2
"3063",0,36,6,16,1,2,1,84054.75,68,140,2
"3064",0,44,1,18,2,3,1,84054.75,68,160,2
"3065",0,53,4,17,4,1,1,49430.109375,66,190,2
"3066",0,41,1,18,4,4,1,84054.75,66,115,2
"3067",0,37,1,16,1,1,1,49430.109375,63,125,2
"3068",0,53,1,18,3,3,1,44152.16015625,67,126,2
"3069",0,27,6,16,4,3,1,19237.1953125,62,120,2
"3070",0,54,1,13,1,4,2,84054.75,62,150,2
"3071",0,42,1,12,1,1,1,33712.96875,64,501,2
"3072",0,25,6,17,1,3,1,49430.109375,67,125,2
"3073",0,32,4,15,3,3,2,23362.873046875,70,150,2
"3074",0,26,1,18,4,2,1,38925.3359375,62,110,2
"3075",0,61,4,18,4,4,1,44152.16015625,64,102,2
"3076",0,41,1,18,1,3,1,84054.75,63,175,2
"3077",0,39,1,18,1,1,3,84054.75,62,128,2
"3078",0,37,4,16,1,3,1,44152.16015625,66,130,2
"3079",0,45,1,15,1,2,1,84054.75,64,145,2
"3080",0,52,2,18,3,1,4,38925.3359375,58,90,2
"3081",0,47,1,18,6,2,4,84054.75,59,126,2
"3082",0,33,1,14,1,3,1,84054.75,61,200,2
"3083",0,39,6,18,2,3,1,84054.75,62,115,2
"3084",0,55,1,18,1,1,1,84054.75,65,107,2
"3085",0,28,1,16,4,3,1,84054.75,61,105,2
"3086",0,33,6,18,4,3,1,33712.96875,71,140,2
"3087",0,31,5,15,1,2,1,84054.75,66,130,2
"3088",0,48,1,18,4,4,1,84054.75,69,160,2
"3089",0,40,4,18,1,4,1,33712.96875,65,115,2
"3090",0,57,1,18,4,3,1,84054.75,67,501,2
"3091",0,46,4,18,3,1,1,84054.75,63,140,2
"3092",0,42,4,13,1,1,1,49430.109375,60,165,2
"3093",0,31,1,15,4,3,1,38925.3359375,67,130,2
"3094",0,35,6,18,3,4,1,84054.75,69,140,2
"3095",0,52,1,16,1,3,1,84054.75,66,140,2
"3096",0,50,4,16,4,4,1,16081.587890625,63,110,2
"3097",0,30,5,14,1,2,2,15081.9755859375,66,160,2
"3098",0,32,1,16,1,1,1,38925.3359375,69,185,2
"3099",0,30,6,17,4,1,3,33712.96875,62,120,2
"3100",0,47,1,18,4,1,1,84054.75,64,122,2
"3101",0,29,6,18,1,3,1,44152.16015625,63,160,2
"3102",0,44,1,18,1,3,1,84054.75,65,135,2
"3103",0,32,4,16,2,4,1,44152.16015625,62,110,2
"3104",0,30,6,18,1,3,1,38925.3359375,69,140,2
"3105",0,55,1,16,4,3,1,84054.75,62,122,2
"3106",0,33,6,18,4,2,1,38925.3359375,69,230,2
"3107",0,44,1,17,1,1,2,84054.75,67,160,2
"3108",0,38,5,18,3,3,2,33712.96875,66,200,2
"3109",0,30,1,15,1,4,1,84054.75,70,140,2
"3110",0,50,4,13,4,4,2,38925.3359375,66,145,2
"3111",0,38,4,18,4,3,2,33712.96875,62,140,2
"3112",0,31,4,18,1,2,1,28560.38671875,62,125,2
"3113",0,42,1,14,1,4,1,84054.75,65,135,2
"3114",0,51,1,18,1,3,1,84054.75,68,225,2
"3115",0,39,1,14,4,3,1,49430.109375,62,200,2
"3116",0,34,6,18,3,4,1,33712.96875,64,160,2
"3117",0,42,5,18,4,1,1,49430.109375,64,124,2
"3118",0,35,1,17,1,2,1,84054.75,62,125,2
"3119",0,25,1,16,4,3,1,20305.509765625,62,150,2
"3120",0,51,4,18,4,2,1,44152.16015625,61,135,2
"3121",0,51,1,16,1,1,4,84054.75,60,120,2
"3122",0,44,1,16,4,3,2,28560.38671875,67,218,2
"3123",0,35,4,14,1,2,1,33712.96875,62,124,2
"3124",0,29,1,17,1,3,1,38925.3359375,62,130,2
"3125",0,32,1,18,1,3,3,84054.75,69,128,2
"3126",0,43,4,17,4,3,1,84054.75,63,125,2
"3127",0,29,1,12,1,3,1,38925.3359375,61,115,2
"3128",0,53,1,17,4,3,2,84054.75,64,150,2
"3129",0,63,1,12,1,1,1,84054.75,64,158,2
"3130",0,48,1,16,2,4,4,84054.75,61,163,2
"3131",0,43,1,12,1,3,1,84054.75,64,120,2
"3132",0,37,6,18,1,1,1,84054.75,67,150,2
"3133",0,28,1,18,4,1,1,84054.75,63,105,2
"3134",0,61,1,16,3,3,1,38925.3359375,63,110,2
"3135",0,31,4,12,6,1,1,9857.505859375,66,128,2
"3136",0,27,1,16,1,4,1,84054.75,64,115,2
"3137",0,40,1,12,4,3,1,44152.16015625,61,200,2
"3138",0,49,1,16,4,3,1,84054.75,65,110,2
"3139",0,50,6,18,1,1,1,33712.96875,68,200,2
"3140",0,41,1,17,3,3,1,84054.75,67,125,2
"3141",0,41,1,18,4,1,2,84054.75,64,501,2
"3142",0,47,1,16,4,1,1,84054.75,68,170,2
"3143",0,44,4,17,4,1,1,84054.75,64,135,2
"3144",0,58,1,18,1,3,3,84054.75,64,115,2
"3145",0,64,1,16,4,2,1,38925.3359375,65,225,2
"3146",0,51,1,18,3,2,1,84054.75,62,120,2
"3147",0,39,1,18,4,1,2,84054.75,66,130,2
"3148",0,39,4,18,4,3,1,38925.3359375,71,170,2
"3149",0,51,4,15,1,1,1,49430.109375,61,125,2
"3150",0,34,6,18,4,1,1,38925.3359375,64,200,2
"3151",0,33,1,16,3,3,2,84054.75,67,140,2
"3152",0,35,1,16,1,1,1,33712.96875,67,200,2
"3153",0,33,4,16,1,2,1,84054.75,62,125,2
"3154",0,41,1,17,1,1,3,84054.75,68,190,2
"3155",0,41,1,14,1,2,1,84054.75,65,240,2
"3156",0,36,1,16,1,2,1,49430.109375,62,270,2
"3157",0,40,6,15,1,3,1,28560.38671875,66,118,2
"3158",0,50,4,12,1,3,1,33712.96875,66,157,2
"3159",0,31,1,17,1,4,1,84054.75,65,126,2
"3160",0,40,1,18,1,1,1,84054.75,65,130,2
"3161",0,26,1,18,1,1,1,84054.75,67,130,2
"3162",0,44,1,15,1,1,1,84054.75,67,148,2
"3163",0,48,1,16,1,1,2,84054.75,60,150,2
"3164",0,46,4,18,1,4,1,84054.75,63,110,2
"3165",0,26,1,16,1,3,2,84054.75,60,150,2
"3166",0,35,1,18,1,1,1,49430.109375,68,133,2
"3167",0,38,1,16,3,1,2,84054.75,63,185,2
"3168",0,51,1,18,4,3,1,84054.75,60,130,2
